NOMBRE,FECHA NACIMIENTO,PIERNA,LUGAR NACIMIENTO,POSICIÓN,MINUTOS JUGADOS,PARTIDOS JUGADOS,LIGA,EQUIPO,OPONENTES SUPERADOS POR 90,BALONES ATRAPADOS,PARADAS REALIZADAS,TIROS SALVADOS,OPONENTES SUPERADOS POR PARADA,TOTAL TIROS ENFRENTADOS,VALOR AÑADIDO PARADAS,SAQUES PUERTA EXITOSOS,OPONENTES SUPERADOS POR SAQUE,OPORTUNIDADES NEUTRALIZADAS,TOQUES DEFENSIVOS ÁREA PROPIA,DUELOS TERRESTRES GANADOS,DUELOS TERRESTRES PERDIDOS,DUELOS AÉREOS GANADOS,DUELOS AÉREOS PERDIDOS,INTERCEPCIONES,BLOQUEOS,RECUPERACIONES BALONES SUELTOS,DESPEJES CABEZA,TOQUES DEFENSIVOS PRIMER TERCIO,RECUPERACIONES PRIMER TERCIO,NÚMERO PRESIONES,TOQUES DEFENSIVOS SIN POSESIÓN,TOQUES TRANSICIÓN DEFENSIVA,RECUPERACIONES SIN POSESIÓN,RECUPERACIONES TRANSICIÓN DEFENSIVA,RECUPERACIONES EN ÚLTIMO TERCIO,VALOR AÑADIDO BLOQUEOS,RECUPERACIONES COMO CENTRAL,RECUPERACIONES COMO LATERAL DERECHO,RECUPERACIONES COMO LATERAL IZQUIERDO,VALOR INTERCEPCIONES EQUIPO,PASES DESDE PRIMER TERCIO,TOQUES DEFENSIVOS EN DUELOS,DUELOS DEFENSIVOS GANADOS,TOQUES DEFENSIVOS CARRIL CENTRAL,OPONENTES SUPERADOS/90,DEFENSORES SUPERADOS POR 90,OPONENTES SUPERADOS POR REGATE,REGATES EXITOSOS,OPONENTES SUPERADOS AL RECIBIR,NÚMERO OPONENTES SUPERADOS AL RECIBIR,TOQUES EN ÚLTIMO TERCIO,TOQUES OFENSIVOS ÁREA RIVAL,TOQUES EN POSESIÓN,TOQUES TRANSICIÓN OFENSIVA,DISPONIBILIDAD EN ÁREA,TOQUES PROTEGIENDO BALÓN,OPONENTES SUPERADOS EN POSESIÓN POR 90,OPONENTES SUPERADOS CONTRAATAQUE POR 90,DISTANCIA REGATE HACIA PORTERÍA,DISTANCIA CONDUCCIÓN HACIA PORTERÍA,TOTAL OPONENTES SUPERADOS,OPONENTES SUPERADOS PASE BAJO,OPONENTES SUPERADOS PASE DIAGONAL,OPONENTES SUPERADOS PASE ELEVADO,OPONENTES SUPERADOS PASE AÉREO CORTO,OPONENTES SUPERADOS DESDE TERCIO MEDIO,OPONENTES SUPERADOS HACIA ÚLTIMO TERCIO,TIROS A PORTERÍA,TIROS FUERA,TIROS BLOQUEADOS,TIROS EXITOSOS,TIROS LARGA DISTANCIA,TIROS MEDIA DISTANCIA,TIROS CORTA DISTANCIA,REMATES CABEZA,TIROS UNO CONTRA UNO,PENALTIS TIRADOS,TIROS LIBRES DIRECTOS,TIROS DENTRO ÁREA,TIROS DESDE ÚLTIMO TERCIO,XG POR TIROS,XG TIROS LEJANOS,XG TIROS MEDIA DISTANCIA,XG TIROS CERCANOS,XG REMATES CABEZA,XG PENALTIS,GOLES POR 90,GOLES TIRO LARGA DISTANCIA,GOLES TIRO MEDIA DISTANCIA,GOLES TIRO CORTA DISTANCIA,GOLES CABEZA,GOLES UNO CONTRA UNO,GOLES PENALTI,GOLES TIRO LIBRE,GOLES PUERTA VACÍA,GOLES DENTRO ÁREA,GOLES DESDE ÚLTIMO TERCIO,GOLES DESDE CARRIL CENTRAL,GOLES EN POSESIÓN POR 90,GOLES CONTRAATAQUE POR 90,GOLES JUGADA PARADA POR 90,PASES EXITOSOS POR 90,PASES FALLIDOS,PASES RASOS EXITOSOS,PASES DIAGONALES EXITOSOS,PASES ELEVADOS EXITOSOS,PASES AÉREOS CORTOS EXITOSOS,CENTROS ALTOS EXITOSOS,CENTROS RASOS EXITOSOS,CÓRNERS EXITOSOS,TIROS LIBRES EXITOSOS,PASES DESDE PRIMER TERCIO.1,PASES DESDE TERCIO MEDIO,PASES DESDE ÚLTIMO TERCIO,PASES EXITOSOS HACIA ÚLTIMO TERCIO,PASES EXITOSOS HACIA ÁREA RIVAL,PASES EXITOSOS A MEDIAPUNTA,PASES EXITOSOS A MEDIOCENTRO,PASES EXITOSOS A BANDA DERECHA,PASES EXITOSOS A BANDA IZQUIERDA,PASES EXITOSOS A PIVOTE,PASES DESDE CARRIL CENTRAL,PASES HACIA CARRIL CENTRAL,PASES DESDE BANDA DERECHA,PASES HACIA BANDA DERECHA,PASES DESDE BANDA IZQUIERDA,PASES HACIA BANDA IZQUIERDA,PASES EN FASE POSESIÓN,PASES EN TRANSICIÓN OFENSIVA,PASES EN JUGADAS BALÓN PARADO,PASES EXITOSOS HACIA ÁREA,PASES EXITOSOS HACIA PRIMER TERCIO,PASES EXITOSOS HACIA TERCIO MEDIO,PASES DESDE LATERAL DERECHO POR 90,PASES DESDE DEFENSA CENTRAL POR 90,PASES DESDE LATERAL IZQUIERDO POR 90,ASISTENCIAS POR 90,ASISTENCIAS PASE RASO,ASISTENCIAS PASE DIAGONAL,ASISTENCIAS PASE ELEVADO,ASISTENCIAS PASE AÉREO CORTO,ASISTENCIAS CENTRO RASO,ASISTENCIAS CENTRO ALTO,ASISTENCIAS DESDE MEDIAPUNTA,ASISTENCIAS DESDE MEDIOCENTRO,ASISTENCIAS DESDE BANDA DERECHA,ASISTENCIAS DESDE BANDA IZQUIERDA,ASISTENCIAS DESDE ÚLTIMO TERCIO,ASISTENCIAS DESDE CARRIL CENTRAL,ASISTENCIAS DESDE BANDA DERECHA/90,ASISTENCIAS DESDE BANDA IZQUIERDA/90,XG CREADA CON PASES,OPONENTES SUPERADOS DESDE MEDIAPUNTA,OPONENTES SUPERADOS DESDE MEDIOCENTRO,OPONENTES SUPERADOS DESDE BANDA DERECHA,OPONENTES SUPERADOS DESDE BANDA IZQUIERDA,OPONENTES SUPERADOS HACIA MEDIAPUNTA,ASISTENCIAS POR CÓRNER,ASISTENCIAS CONTRAATAQUE,ASISTENCIAS EN POSESIÓN,ASISTENCIAS JUGADAS BALÓN PARADO,XG POST TIRO,XG DENTRO ÁREA,XG DESDE ÚLTIMO TERCIO,XG DESDE CARRIL CENTRAL,XG EN POSESIÓN,XG EN CONTRAATAQUE,XG EN JUGADAS BALÓN PARADO,CENTROCAMPISTAS SUPERADOS POR 90,DEFENSAS SUPERADOS PASE RASO,DEFENSAS SUPERADOS PASE DIAGONAL,DEFENSAS SUPERADOS PASE ELEVADO,DEFENSAS SUPERADOS REGATE,OPONENTES SUPERADOS EN POSESIÓN,OPONENTES SUPERADOS EN CONTRAATAQUE,NÚMERO JUGADAS NEUTRAS,NÚMERO JUGADAS REVERSIBLES,NÚMERO PÉRDIDAS,PÉRDIDAS CRÍTICAS POR 90,OPONENTES GANADOS RIVAL TRAS PÉRDIDA,COMPAÑEROS DESPOSICIONADOS TRAS PÉRDIDA,COMPAÑEROS BENEFICIADOS TRAS RECUPERACIÓN,OPONENTES ANULADOS TRAS RECUPERACIÓN,OPONENTES SUPERADOS JUGADAS BALÓN PARADO
KRISTIAN ARNSTAD,2003-09-07,DERECHA,OSLO,LATERAL IZQUIERDO,39,0.3267,JUPILER PRO LEAGUE,RSC ANDERLECHT,26.327564,0,0,0,0.0,0,0,0,0.0,0,0,0,3.061344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.061344,0,0,0.0,0,1.224538,0,0.0,13.163782,12.245378,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,17.449663,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,58.165543,18.368067,0,0,3.061344,0,0,0,0,0,0,30.613443,0,0,0,0,0,0.0,3.061344,3.061344,0.0,0,0,3.061344,45.920166,0,30.613443,15.306722,0,0,3.061344,30.613443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.245378,0,0,0.0,0,0,0,85.71764,6.122689,27.5521,0,16.745554,9.175768,20.81408,10.408571,0
LUCAS HEY,2003-04-13,DERECHA,SIN DATOS,LATERAL IZQUIERDO,80,0.664,JUPILER PRO LEAGUE,RSC ANDERLECHT,43.227814,0,0,0,0.0,0,0,0,0.0,0,0,0,1.506091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.036543,0,0,1.506091,0,5.120708,0,16.566996,10.090806,10.542634,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,21.6862,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,43.676624,13.554814,0,0,0.0,0,0,0,0,0,0,21.085268,0,0,0,0,0,1.506091,4.518271,6.024362,1.506091,0,0,4.518271,22.591358,0,24.097448,7.530453,0,0,7.530453,19.579178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.84837,0,0,0.0,0,0,0,51.207077,7.530453,15.060905,0,11.086387,19.879335,10.137495,3.012181,0
NILSON ANGULO,2003-06-19,DERECHA,QUITO,LATERAL IZQUIERDO,37,0.3081,JUPILER PRO LEAGUE,RSC ANDERLECHT,38.625904,0,0,0,0.0,0,0,0,0.0,0,0,0,29.21287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,7.465511,0,6.491749,19.812819,19.475246,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,6.491749,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,29.21287,6.491749,0,0,0.0,0,0,0,0,0,0,6.491749,0,0,0,0,0,0.0,0.0,12.983498,0.0,0,0,0.0,22.72112,0,16.229372,6.491749,0,0,3.245874,12.983498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.422771,0,0,0.0,0,0,0,22.72112,9.737623,35.70462,0,56.07898,34.982086,29.018116,18.842302,0
SAMUEL EDOZIE,2003-01-28,DERECHA,LONDON,LATERAL IZQUIERDO,20,0.1664,JUPILER PRO LEAGUE,RSC ANDERLECHT,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,51.686817,18.030285,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.10592,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,30.050474,12.02019,0,0,0.0,0,0,0,0,0,0,12.02019,0,0,0,0,0,0.0,0.0,12.02019,6.010095,0,0,0.0,18.030285,0,6.010095,6.010095,0,0,0.0,12.02019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,54.090855,6.010095,24.04038,0,16.828266,3.606057,7.692921,10.217161,0
ALI MAAMAR,2005-03-23,DERECHA,SIN DATOS,LATERAL IZQUIERDO,168,2.8491,JUPILER PRO LEAGUE,RSC ANDERLECHT,34.292004,0,0,0,0.0,0,0,0,0.0,0,0,0,3.509929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.827801,0,0,1.403972,0,2.913241,0,4.9139,19.971497,11.933759,0,0,0,0,0,0,0,0,0,6.021442,0,0,0.0,7.827142,0,11.933759,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.078108,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,43.87411,12.986737,0,0,2.45695,0,0,0,0,0,0,18.953617,0,0,0,0,0,1.052979,5.264894,5.264894,1.403972,0,0,3.509929,34.748295,0,21.410566,7.019858,0,0,8.774822,20.357588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.480106,0,0,2.035759,0,0,0,42.11915,21.059574,18.602623,0,21.034246,11.353182,16.683043,8.704974,0
TIAGO ARAÚJO,2001-03-27,IZQUIERDA,VILA DO CONDE,LATERAL IZQUIERDO,142,2.4084,JUPILER PRO LEAGUE,KAA GENT,60.37181,0,0,0,0.0,0,0,0,0.0,0,0,0,3.321755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.550045,0,0,1.245658,0,11.542766,0,6.22829,15.9029,11.210922,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,11.210922,0,26.449059,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.112355,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,39.445835,14.117457,0,0,4.152193,0,0,0,0,0,0,18.68487,0,0,0,0,0,0.415219,4.152193,7.473948,1.245658,0,0,2.491316,31.55667,0,20.760967,8.304386,0,0,9.134825,16.608772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.314154,0,0,2.865013,0,0,0,34.047985,11.210922,17.43921,0,25.454998,15.403929,15.410034,15.035091,0
NÚRIO FORTUNA,1995-03-24,IZQUIERDA,LUANDA,LATERAL IZQUIERDO,27,0.2269,JUPILER PRO LEAGUE,KAA GENT,36.35252,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,4.406366,0,13.219097,0,0.0,18.506735,8.812732,0,0,0,0,0,0,0,0,0,83.74838,0,0,0.0,0.0,0,17.625463,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.237163,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,26.438194,22.03183,0,0,0.0,0,0,0,0,0,0,17.625463,0,0,0,0,0,0.0,13.219097,0.0,4.406366,0,0,0.0,17.625463,0,4.406366,8.812732,0,0,4.406366,4.406366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.22889,0,0,0.0,0,0,0,17.625463,0.0,26.438194,0,56.573334,7.057236,4.406366,22.03183,0
ARCHIE BROWN,2002-05-28,IZQUIERDA,BIRMINGHAM,LATERAL IZQUIERDO,1428,24.1468,JUPILER PRO LEAGUE,KAA GENT,47.7228,0,0,0,0.0,0,0,0,0.0,0,0,0,3.602968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.365513,0,0,1.656537,0,6.291579,0,6.046361,18.578068,12.838163,0,0,0,0,0,0,0,0,0,2.509287,0,0,0.240198,4.178823,0,19.522375,0,0,0,0,0,0,0,0,0,0.041413,0,0,0,0,0.069536,0,0,0.005208,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,37.976116,14.618941,0,0,1.283816,0,0,0,0,0,0,17.724949,0,0,0,0,0,0.331307,6.294842,5.632227,1.035336,0,0,1.283816,31.184315,0,16.39972,8.655407,0,0,7.992792,16.358305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.285206,0,0,1.138994,0,0,0,36.775127,12.009895,23.440002,0,29.344414,18.148058,19.77011,12.176584,0
MOMODOU LAMIN SONKO,2005-01-31,DERECHA,GÖTEBORG,LATERAL IZQUIERDO,142,1.1854,JUPILER PRO LEAGUE,KAA GENT,61.920425,0,0,0,0.0,0,0,0,0.0,0,0,0,6.748821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687205,0,0,1.687205,0,15.77537,0,15.184847,30.200974,15.184847,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,21.174425,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.498195,0,0,0.235539,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,39.649323,9.279629,0,0,0.0,0,0,0,0,0,0,11.810436,0,0,0,0,0,0.0,1.687205,7.592423,2.530808,0,0,1.687205,25.308079,0,14.341245,17.715654,0,0,4.218013,10.966834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.081547,0,0,0.0,0,0,0,37.118515,16.02845,21.933668,0,59.793873,11.236532,14.17168,25.400875,0
HÉLIO VARELA,2002-05-03,DERECHA,ALMADA,LATERAL IZQUIERDO,4,0.0325,JUPILER PRO LEAGUE,KAA GENT,39.982777,0,0,0,0.0,0,0,0,0.0,0,0,0,30.755983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,30.755983,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,30.755983,30.755983,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,30.755983,0,0.0,30.755983,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.982777,0,0,0.0,0,0,0,30.755983,0.0,30.755983,0,153.62613,49.160362,0.0,0.0,0
SIMEN JUKLERØD,1994-05-18,IZQUIERDA,BÆRUM,LATERAL IZQUIERDO,132,1.1029,JUPILER PRO LEAGUE,VV ST. TRUIDEN,22.84624,0,0,0,0.0,0,0,0,0.0,0,0,0,2.720006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.533344,0,0,1.813337,0,5.258679,0,5.440012,3.08358,4.533344,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,8.068445,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.071327,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,34.45341,10.880025,0,0,0.0,0,0,0,0,0,0,16.320038,0,0,0,0,0,0.906669,1.813337,2.720006,2.720006,0,0,3.626675,21.76005,0,19.946712,5.440012,0,0,3.626675,16.320038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.346681,0,0,0.0,0,0,0,48.053444,4.533344,14.5067,0,16.171345,13.744827,22.213385,9.251648,0
LOÏC LAPOUSSIN,1996-03-27,DERECHA,ROSNY-SOUS-BOIS,LATERAL IZQUIERDO,155,1.2899,JUPILER PRO LEAGUE,VV ST. TRUIDEN,68.223045,0,0,0,0.0,0,0,0,0.0,0,0,0,9.303143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.426833,0,0,3.101048,0,10.233457,0,11.628928,34.654205,20.156809,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,10.155931,0,37.445152,0,0,0,0,0,0,0,0,0,0.775262,0,0,0,0,0.528415,0,0,0.110122,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,52.717808,14.729976,0,0,2.325786,0,0,0,0,0,0,34.111523,0,0,0,0,0,1.550524,6.202095,9.303143,2.325786,0,0,5.426833,35.66205,0,28.68469,13.179452,0,0,6.202095,30.235214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.716057,0,0,4.26394,0,0,0,45.74045,19.381548,27.134167,0,49.03935,22.969921,13.566308,24.189722,0
RYOYA OGAWA,1996-11-24,IZQUIERDA,"NERIMA, TOKYO",LATERAL IZQUIERDO,1390,23.4894,JUPILER PRO LEAGUE,VV ST. TRUIDEN,49.306454,0,0,0,0.0,0,0,0,0.0,0,0,0,2.63949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.259954,0,0,2.384056,0,6.970936,0,4.555249,22.393095,12.133141,0,0,0,0,0,0,0,0,0,2.781655,0,0,0.0,2.937497,0,18.44246,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.089069,0,0,0.015069,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.042572,0,0,39.464638,13.836038,0,0,1.021738,0,0,0,0,0,0,17.24183,0,0,0,0,0,0.127717,4.895829,7.152167,1.745469,0,0,0.766304,30.056131,0,16.943825,10.855968,0,0,10.728251,16.220093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.811625,0,0,1.047282,0,0,0,35.718266,13.154879,20.860487,0,25.678972,13.857641,20.330503,17.25439,0
BILLAL BRAHIMI,2000-03-14,IZQUIERDA,PARIS,LATERAL IZQUIERDO,43,0.3547,JUPILER PRO LEAGUE,VV ST. TRUIDEN,47.274136,0,0,0,0.0,0,0,0,0.0,0,0,0,2.819307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.819307,0,0,0.0,0,14.386922,0,8.457921,11.277227,8.457921,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,3.405723,0,3.405723,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.080346,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,28.19307,14.096535,0,0,2.819307,0,0,0,0,0,0,16.915842,0,0,0,0,0,0.0,0.0,2.819307,2.819307,0,0,16.915842,2.819307,0,16.915842,0.0,0,0,2.819307,14.096535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.163086,0,0,1.136181,0,0,0,42.289604,8.457921,31.012375,0,19.368614,22.121408,25.289183,0.014097,0
OLIVIER DUMONT,2002-03-06,DERECHA,VISÉ,LATERAL IZQUIERDO,20,0.1705,JUPILER PRO LEAGUE,VV ST. TRUIDEN,112.04549,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.733125,0,0,0.0,0,28.159502,0,17.599688,54.559032,35.199375,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,14.666407,0,31.673573,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.171009,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,58.665627,23.46625,0,0,11.733125,0,0,0,0,0,0,35.199375,0,0,0,0,0,0.0,0.0,5.866562,0.0,0,0,0.0,35.199375,0,29.332813,29.332813,0,0,5.866562,41.065937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.15285,0,0,5.866562,0,0,0,41.065937,35.199375,35.199375,0,112.76119,38.13262,0.0,3.519938,0
ROBERT-JAN VANWESEMAEL,2002-03-26,DERECHA,SIN DATOS,LATERAL IZQUIERDO,167,1.3948,JUPILER PRO LEAGUE,VV ST. TRUIDEN,29.895205,0,0,0,0.0,0,0,0,0.0,0,0,0,2.150786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.301571,0,0,3.584643,0,5.376964,0,3.584643,17.134592,12.187785,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,6.739128,0,17.708136,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,27.960213,7.169285,0,0,2.150786,0,0,0,0,0,0,15.055499,0,0,0,0,0,0.716929,2.867714,5.735428,2.150786,0,0,3.584643,19.35707,0,17.206285,8.603143,0,0,6.452357,11.470857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.416946,0,0,2.437557,0,0,0,24.37557,15.055499,11.470857,0,20.403069,8.964329,27.891388,11.186953,0
ADAM NHAILI,2005-08-09,DERECHA,SIN DATOS,LATERAL IZQUIERDO,11,0.0904,JUPILER PRO LEAGUE,VV ST. TRUIDEN,201.30913,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,86.275345,0,0.0,22.121881,22.121881,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,16.591412,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,77.42659,0.0,0,0,0.0,0,0,0,0,0,0,44.243763,0,0,0,0,0,0.0,11.060941,22.121881,0.0,0,0,0.0,44.243763,0,77.42659,0.0,0,0,0.0,33.182823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.744865,0,0,0.0,0,0,0,66.36565,22.121881,0.0,0,0.0,11.613988,0.0,0.0,0
JAY-DAVID MBALANDA,2007-05-03,SIN DATOS,SIN DATOS,LATERAL IZQUIERDO,13,0.1074,JUPILER PRO LEAGUE,VV ST. TRUIDEN,4.65603,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,9.31206,26.073767,27.93618,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,27.93618,9.31206,0,0,0.0,0,0,0,0,0,0,9.31206,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,18.62412,9.31206,0,9.31206,0.0,0,0,9.31206,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65603,0,0,0.0,0,0,0,18.62412,27.93618,18.62412,0,11.174473,9.31206,0.018624,7.449648,0
BOLI BOLINGOLI,1995-07-01,IZQUIERDA,KINSHASA,LATERAL IZQUIERDO,118,2.0456,JUPILER PRO LEAGUE,STANDARD LIEJA,50.32459,0,0,0,0.0,0,0,0,0.0,0,0,0,3.422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.933195,0,0,4.399793,0,6.894476,0,4.888659,14.030451,9.777318,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,3.670405,0,24.25117,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,32.26515,16.132574,0,0,0.977732,0,0,0,0,0,0,14.177111,0,0,0,0,0,0.977732,4.399793,5.866391,2.44433,0,0,1.466598,24.443295,0,8.799585,15.154842,0,0,3.422061,13.688245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.707527,0,0,1.028574,0,0,0,24.93216,8.310719,21.5101,0,28.677309,13.257016,31.174488,27.134502,0
